0-14,552416
15-19,188729
20-24,208852
25-29,214023
30-34,227551
35-39,255617
40-44,267349
45-49,260146
50-54,260056
55-59,279504
60-64,288351
65-69,279106
70-74,228612
75-79,146855
80-84,122719
85+,91947
#Ovo nisu pogodni podaci za histogram, jer upotrebom ovih podataka mi zapravo možemo kreirati samo obični barchart
